RepoFileName,MSTopic,MSAuthor,MSService,MSProduct,MSTechnology,DevLang,H1,TopNodes,IndexSections,MVCTutorialAuditCompliancePct,MVCQuickstartAuditCompliancePct,MVCOverviewAuditCompliancePct,MVCConceptualAuditCompliancePct,MVCHow-ToAuditCompliancePct,ARMQuickstartAuditCompliancePct
articles/data-factory/v1/data-factory-troubleshoot.md,conceptual,weetok,data-factory,,,,# Troubleshoot Data Factory issues,"How To/Monitor and Manage",,,,,0,,0
articles/data-factory/v1/data-factory-sftp-connector.md,conceptual,jingwang,data-factory,,,,# Move data from an SFTP server using Azure Data Factory,"How To/Move data/Connectors",,,,,67,,0
articles/data-factory/v1/data-factory-repeatable-copy.md,conceptual,jingwang,data-factory,,,,# Repeatable copy in Azure Data Factory,,,,,,67,,0
articles/data-factory/v1/data-factory-onprem-oracle-connector.md,conceptual,jingwang,data-factory,,,,# Copy data to or from Oracle on-premises by using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-odbc-connector.md,conceptual,jingwang,data-factory,,,,# Move data From ODBC data stores using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-map-reduce.md,conceptual,weetok,data-factory,,,,# Invoke MapReduce Programs from Data Factory,"How To/Transform Data",,,,,0,,0
articles/data-factory/v1/data-factory-map-columns.md,conceptual,jingwang,data-factory,,,,# Map source dataset columns to destination dataset columns,,,,,,67,,0
articles/data-factory/v1/data-factory-how-to-use-resource-manager-templates.md,conceptual,weetok,data-factory,,,,# Use templates to create Azure Data Factory entities,"How To/Develop",,,,,0,,0
articles/data-factory/v1/data-factory-ftp-connector.md,conceptual,jingwang,data-factory,,,,# Move data from an FTP server by using Azure Data Factory,"How To/Move data/Connectors",,,,,67,,0
articles/data-factory/v1/data-factory-customer-profiling-usecase.md,conceptual,weetok,data-factory,,,,# Use Case - Customer Profiling,"Resources/case studies",,,,,0,,0
articles/data-factory/v1/data-factory-copy-data-wizard-tutorial.md,tutorial,jingwang,data-factory,,,,# Tutorial: Create a pipeline with Copy Activity using Data Factory Copy Wizard,"Get Started/Create a pipeline to copy data",,79,,,,,0
articles/data-factory/v1/data-factory-copy-data-from-azure-blob-storage-to-sql-database.md,conceptual,jingwang,data-factory,,,,# Tutorial: Copy data from Blob Storage to SQL Database using Data Factory,,,,,,0,,0
articles/data-factory/v1/data-factory-copy-activity-performance.md,conceptual,jingwang,data-factory,,,,# Copy Activity performance and tuning guide,"How To/Move data",,,,,0,,0
articles/data-factory/v1/data-factory-copy-activity-fault-tolerance.md,conceptual,jingwang,data-factory,,,,# Add fault tolerance in Copy Activity by skipping incompatible rows,"How To/Move data",,,,,67,,0
articles/data-factory/v1/data-factory-build-your-first-pipeline-using-editor.md,tutorial,weetok,data-factory,,,,# Tutorial: Build your first data factory by using the Azure portal,"Get Started/Create a pipeline to transform data",,79,,,,,0
articles/data-factory/v1/data-factory-build-your-first-pipeline-using-arm.md,tutorial,weetok,data-factory,,,,# Tutorial: Build your first Azure data factory using Azure Resource Manager template,"Get Started/Create a pipeline to transform data",,75,,,,,0
articles/data-factory/v1/data-factory-azure-ml-batch-execution-activity.md,conceptual,weetok,data-factory,,,,# Create predictive pipelines using Machine Learning Studio (classic) and Azure Data Factory,"How To/Transform Data",,,,,0,,0
articles/data-factory/v1/data-factory-azure-documentdb-connector.md,conceptual,jingwang,data-factory,,,,# Move data to and from Azure Cosmos DB using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-amazon-redshift-connector.md,conceptual,jingwang,data-factory,,,,# Move data From Amazon Redshift using Azure Data Factory,"How To/Move data/Connectors",,,,,100,,0
articles/data-factory/tutorial-push-lineage-to-purview.md,tutorial,jingwang,data-factory,,,,# Push Data Factory lineage data to Azure Purview (Preview),"Tutorials/Lineage",,62,,,,,0
articles/data-factory/tutorial-incremental-copy-portal.md,tutorial,yexu,data-factory,,,,# Incrementally load data from Azure SQL Database to Azure Blob storage using the Azure portal,"Tutorials/Copy and ingest data/Incrementally load data/From one Azure SQL Database table",,83,,,,,0
articles/data-factory/tutorial-incremental-copy-change-tracking-feature-powershell.md,tutorial,yexu,data-factory,,,,# Incrementally load data from Azure SQL Database to Azure Blob Storage using change tracking information using PowerShell,"Tutorials/Copy and ingest data/Incrementally load data/Using change tracking information in SQL Server",,88,,,,,0
articles/data-factory/tutorial-incremental-copy-change-tracking-feature-portal.md,tutorial,yexu,data-factory,,,,# Incrementally load data from Azure SQL Database to Azure Blob Storage using change tracking information using the Azure portal,"Tutorials/Copy and ingest data/Incrementally load data/Using change tracking information in SQL Server",,88,,,,,0
articles/data-factory/tutorial-deploy-ssis-packages-azure-powershell.md,tutorial,sawinark,data-factory,,,powershell,# Set up an Azure-SSIS IR in Azure Data Factory by using PowerShell,"Tutorials/Run SSIS packages in Azure",,86,,,,,0
articles/data-factory/tutorial-data-flow-adventure-works-retail-template.md,conceptual,aamerril,synapse-analytics,,,,# AdventureWorks template documentation,"Tutorials/Transform data/Transform data with mapping data flows",,,,,100,,0
articles/data-factory/tutorial-copy-data-tool.md,tutorial,jianleishen,data-factory,,,,# Copy data from Azure Blob storage to a SQL Database by using the Copy Data tool,"Tutorials/Copy and ingest data/From Azure Blob Storage to Azure SQL Database","tutorial",77,,,,,0
articles/data-factory/tutorial-bulk-copy.md,tutorial,jianleishen,data-factory,,,,# Copy multiple tables in bulk by using Azure Data Factory using PowerShell,"Tutorials/Copy and ingest data/Multiple tables in bulk",,84,,,,,0
articles/data-factory/transform-data-using-machine-learning.md,conceptual,abnarain,data-factory,,,,# Create a predictive pipeline using Machine Learning Studio (classic) with Azure Data Factory or Synapse Analytics,"How-to guides/Transform data",,,,,33,,0
articles/data-factory/transform-data-using-data-lake-analytics.md,conceptual,abnarain,data-factory,,,,# Process data by running U-SQL scripts on Azure Data Lake Analytics with Azure Data Factory and Synapse Analytics,"How-to guides/Transform data",,,,,33,,0
articles/data-factory/supported-file-formats-and-compression-codecs.md,conceptual,jianleishen,data-factory,,,,# Supported file formats and compression codecs by copy activity in Azure Data Factory and Azure Synapse pipelines,"How-to guides/Move data",,,,,67,,0
articles/data-factory/ssis-azure-connect-with-windows-auth.md,conceptual,sawinark,data-factory,,,,# Access data stores and file shares with Windows authentication from SSIS packages in Azure,"How-to guides/Run SSIS packages in Azure",,,,,67,,0
articles/data-factory/solution-template-delta-copy-with-control-table.md,conceptual,yexu,data-factory,,,,# Delta copy from a database with a control table,"How-to guides/Templates",,,,,67,,0
articles/data-factory/self-hosted-integration-runtime-troubleshoot-guide.md,troubleshooting,lle,data-factory,,,,# Troubleshoot self-hosted integration runtime,"How-to guides/Troubleshooting guides",,22,33,33,33,33,0
articles/data-factory/scripts/transform-data-spark-powershell.md,conceptual,weetok,data-factory,,,,# PowerShell script - transform data in cloud using Azure Data Factory,,,,,,100,,0
articles/data-factory/scenario-ssis-migration-ssisdb-mi.md,conceptual,chugu,data-factory,,,,# SSIS migration with Azure SQL Managed Instance as the database workload destination,"How-to guides/Scenarios/SSIS migration from on-premises","overview",,,,67,,0
articles/data-factory/quickstart-create-data-factory-resource-manager-template.md,quickstart,susabat,data-factory,,,,# Quickstart: Create an Azure Data Factory using ARM template,"Quickstarts","quickstart",,81,,,,0
articles/data-factory/quickstart-create-data-factory-azure-cli.md,quickstart,jingwang,data-factory,,,,# Quickstart: Create an Azure Data Factory using Azure CLI,"Quickstarts",,,88,,,,0
articles/data-factory/parameterize-linked-services.md,conceptual,chez,data-factory,,,,# Parameterize linked services in Azure Data Factory and Azure Synapse Analytics,"How-to guides/Parameterize",,,,,0,,0
articles/data-factory/monitor-programmatically.md,conceptual,joowen,data-factory,,,,# Programmatically monitor an Azure data factory,"How-to guides/Monitor and manage",,,,,67,,0
articles/data-factory/memory-optimized-compute.md,conceptual,jburchel,data-factory,,,,# Memory optimized compute type for Data Flows in Azure Data Factory and Azure Synapse,"Concepts/Data flows/Transform data with mapping data flows/Data flow performance",,,,,67,,0
articles/data-factory/load-azure-data-lake-store.md,conceptual,jianleishen,data-factory,,,,# Load data into Azure Data Lake Storage Gen1 by using Azure Data Factory,"Tutorials/Copy and ingest data/From Amazon Web Services S3 to Azure Data Lake Storage",,,,,100,,0
articles/data-factory/join-azure-ssis-integration-runtime-virtual-network-powershell.md,conceptual,sawinark,data-factory,,,,# Join Azure-SSIS integration runtime to a virtual network via Azure PowerShell,"How-to guides/Run SSIS packages in Azure/Join Azure-SSIS IR to a virtual network",,,,,33,,0
articles/data-factory/how-to-sqldb-to-cosmosdb.md,conceptual,makromer,data-factory,,,,# Migrate normalized database schema from Azure SQL Database to Azure Cosmos DB denormalized container,"How-to guides/Scenarios/Transformation using mapping data flow",,,,,67,,0
articles/data-factory/how-to-invoke-ssis-package-stored-procedure-activity.md,conceptual,sawinark,data-factory,,,powershell,# Run an SSIS package with the Stored Procedure activity in Azure Data Factory,"How-to guides/Run SSIS packages in Azure",,,,,100,,0
articles/data-factory/how-to-fixed-width.md,conceptual,makromer,data-factory,,,,# Process fixed-length text files by using Data Factory mapping data flows,"How-to guides/Scenarios/Transformation using mapping data flow",,,,,67,,0
articles/data-factory/how-to-create-tumbling-window-trigger.md,conceptual,chez,data-factory,,,,# Create a trigger that runs a pipeline on a tumbling window,"How-to guides/Create triggers",,,,,67,,0
articles/data-factory/how-to-clean-up-ssisdb-logs-with-elastic-jobs.md,conceptual,sawinark,data-factory,,,,# How to clean up SSISDB logs automatically,"How-to guides/Run SSIS packages in Azure",,,,,67,,0
articles/data-factory/format-excel.md,conceptual,jianleishen,data-factory,,,,# Excel file format in Azure Data Factory and Azure Synapse Analytics,"How-to guides/Connectors",,,,,67,,0
articles/data-factory/encrypt-credentials-self-hosted-integration-runtime.md,conceptual,lle,data-factory,,,,# Encrypt credentials for on-premises data stores in Azure Data Factory,"How-to guides/Security",,,,,67,,0
articles/data-factory/data-migration-guidance-s3-azure-storage.md,conceptual,yexu,data-factory,,,,# Use Azure Data Factory to migrate data from Amazon S3 to Azure Storage ,"How-to guides/Scenarios/Data migration for data lake & EDW",,,,,67,,0
articles/data-factory/data-flow-union.md,conceptual,makromer,data-factory,,,,# Union transformation in mapping data flow,"How-to guides/Data flow transformations",,,,,67,,0
articles/data-factory/data-flow-transformation-overview.md,conceptual,makromer,data-factory,,,,# Mapping data flow transformation overview,"How-to guides/Data flow transformations",,,,,0,,0
articles/data-factory/data-flow-select.md,conceptual,makromer,data-factory,,,,# Select transformation in mapping data flow,"How-to guides/Data flow transformations",,,,,67,,0
articles/data-factory/data-flow-script.md,conceptual,nimoolen,data-factory,,,,# Data flow script (DFS),"Reference",,,,,67,,0
articles/data-factory/data-flow-lookup.md,conceptual,makromer,data-factory,,,,# Lookup transformation in mapping data flow,"How-to guides/Data flow transformations",,,,,67,,0
articles/data-factory/data-flow-expression-functions.md,conceptual,makromer,data-factory,,,,# Data transformation expressions in mapping data flow,"Concepts/Data flows/Transform data with mapping data flows","tutorial,concept",,,,67,,0
articles/data-factory/data-flow-aggregate.md,conceptual,makromer,data-factory,,,,# Aggregate transformation in mapping data flow,"How-to guides/Data flow transformations",,,,,67,,0
articles/data-factory/data-access-strategies.md,conceptual,lle,data-factory,,,,# Data access strategies,"How-to guides/Security",,,,,33,,0
articles/data-factory/create-azure-ssis-integration-runtime-powershell.md,conceptual,sawinark,data-factory,,,,# Create an Azure-SSIS integration runtime via Azure PowerShell ,"How-to guides/Create integration runtime/Azure-SSIS integration runtime",,,,,33,,0
articles/data-factory/copy-clone-data-factory.md,conceptual,joowen,data-factory,,,,# Copy or clone a data factory in Azure Data Factory,"How-to guides/Monitor and manage",,,,,67,,0
articles/data-factory/copy-activity-overview.md,conceptual,jianleishen,data-factory,,,,# Copy activity in Azure Data Factory and Azure Synapse Analytics,"How-to guides/Move data","concept",,,,67,,0
articles/data-factory/control-flow-web-activity.md,conceptual,abnarain,data-factory,,,,# Web activity in Azure Data Factory and Azure Synapse Analytics,"How-to guides/Control flow",,,,,33,,0
articles/data-factory/control-flow-set-variable-activity.md,conceptual,chez,data-factory,,,,# Set Variable Activity in Azure Data Factory and Azure Synapse Analytics,"How-to guides/Control flow",,,,,67,,0
articles/data-factory/control-flow-filter-activity.md,conceptual,chez,data-factory,,,,# Filter activity in Azure Data Factory and Synapse Analytics pipelines,"How-to guides/Control flow",,,,,33,,0
articles/data-factory/control-flow-append-variable-activity.md,conceptual,chez,data-factory,,,,# Append Variable activity in Azure Data Factory and Synapse Analytics,"How-to guides/Control flow",,,,,67,,0
articles/data-factory/continuous-integration-delivery-improvements.md,conceptual,abnarain,data-factory,,,,# Automated publishing for continuous integration and delivery,"How-to guides/Author",,,,,67,,0
articles/data-factory/connector-vertica.md,conceptual,jianleishen,data-factory,,,,# Copy data from Vertica using Azure Data Factory or Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/connector-troubleshoot-parquet.md,troubleshooting,jianleishen,data-factory,,,,# Troubleshoot the Parquet format connector in Azure Data Factory and Azure Synapse,"How-to guides/Troubleshooting guides/Connectors",,22,33,33,33,33,0
articles/data-factory/connector-troubleshoot-dynamics-dataverse.md,troubleshooting,jianleishen,data-factory,,,,# Troubleshoot the Dynamics 365, Dataverse (Common Data Service), and Dynamics CRM connectors in Azure Data Factory and Azure Synapse,"How-to guides/Troubleshooting guides/Connectors",,22,33,33,33,33,0
articles/data-factory/connector-troubleshoot-azure-cosmos-db.md,troubleshooting,jianleishen,data-factory,,,,# Troubleshoot the Azure Cosmos DB connector in Azure Data Factory and Azure Synapse,"How-to guides/Troubleshooting guides/Connectors",,22,33,33,33,33,0
articles/data-factory/wrangling-tutorial.md,conceptual,makromer,data-factory,,,,# Prepare data with data wrangling,"Tutorials/Transform data",,,,,67,,0
articles/data-factory/wrangling-overview.md,conceptual,makromer,data-factory,,,,# What is data wrangling?,"Concepts/Data flows/Prepare data with Power Query data wrangling",,,,,67,,0
articles/data-factory/wrangling-functions.md,conceptual,makromer,data-factory,,,,# Transformation functions in Power Query for data wrangling,"Concepts/Data flows/Prepare data with Power Query data wrangling",,,,,67,,0
articles/data-factory/connector-spark.md,conceptual,jianleishen,data-factory,,,,# Copy data from Spark using Azure Data Factory or Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/whats-new.md,overview,xupzhou,data-factory,,,,# What's new in Azure Data Factory,"Overview","overview",,,0,,,0
articles/data-factory/v1/how-to-invoke-ssis-package-stored-procedure-activity.md,conceptual,jingwang,data-factory,,,powershell,# Invoke an SSIS package using stored procedure activity in Azure Data Factory,"How To",,,,,100,,0
articles/data-factory/v1/data-factory-web-table-connector.md,conceptual,jingwang,data-factory,,,,# Move data from a Web table source using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-usql-activity.md,conceptual,abnarain,data-factory,,,,# Transform data by running U-SQL scripts on Azure Data Lake Analytics ,"How To/Transform Data",,,,,0,,0
articles/data-factory/v1/data-factory-use-custom-activities.md,conceptual,abnarain,data-factory,,,,# Use custom activities in an Azure Data Factory version 1 pipeline,"How To/Transform Data",,,,,0,,0
articles/data-factory/connector-sap-table.md,conceptual,jingwang,data-factory,,,,# Copy data from an SAP table using Azure Data Factory or Azure Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/v1/data-factory-troubleshoot-gateway-issues.md,conceptual,abnarain,data-factory,,,,# Troubleshoot issues with using Data Management Gateway,"How To/Monitor and Manage",,,,,0,,0
articles/data-factory/v1/data-factory-supported-file-and-compression-formats.md,conceptual,jingwang,data-factory,,,,# File and compression formats supported by Azure Data Factory,,,,,,33,,0
articles/data-factory/v1/data-factory-stored-proc-activity.md,conceptual,abnarain,data-factory,,,,# SQL Server Stored Procedure Activity,"How To/Transform Data",,,,,0,,0
articles/data-factory/v1/data-factory-sqlserver-connector.md,conceptual,jingwang,data-factory,,,,# Move data to and from SQL Server using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-spark.md,conceptual,weetok,data-factory,,,,# Invoke Spark programs from Azure Data Factory pipelines,"How To/Transform Data",,,,,0,,0
articles/data-factory/connector-salesforce.md,conceptual,jianleishen,data-factory,,,,# Copy data from and to Salesforce using Azure Data Factory or Azure Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/v1/data-factory-scheduling-and-execution.md,conceptual,weetok,data-factory,,,,# Data Factory scheduling and execution,"Overview/Concepts",,,,,0,,0
articles/data-factory/v1/data-factory-sap-hana-connector.md,conceptual,jingwang,data-factory,,,,# Move data From SAP HANA using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-sap-business-warehouse-connector.md,conceptual,jingwang,data-factory,,,,# Move data From SAP Business Warehouse using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-samples.md,conceptual,weetok,data-factory,,,,# Azure Data Factory - Samples,"How To/Develop",,,,,0,,0
articles/data-factory/v1/data-factory-salesforce-connector.md,conceptual,jingwang,data-factory,,,,# Move data from Salesforce by using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/connector-postgresql.md,conceptual,jianleishen,data-factory,,,,# Copy data from PostgreSQL using Azure Data Factory or Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/v1/data-factory-product-reco-usecase.md,conceptual,weetok,data-factory,,,,# Use Case - Product Recommendations,"Resources/case studies",,,,,0,,0
articles/data-factory/v1/data-factory-pig-activity.md,conceptual,weetok,data-factory,,,,# Transform data using Pig Activity in Azure Data Factory,"How To/Transform Data",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-teradata-connector.md,conceptual,jingwang,data-factory,,,,# Move data from Teradata using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-sybase-connector.md,conceptual,jingwang,data-factory,,,,# Move data from Sybase using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-postgresql-connector.md,conceptual,jingwang,data-factory,,,,# Move data from PostgreSQL using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/connector-oracle-responsys.md,conceptual,jianleishen,data-factory,,,,# Copy data from Oracle Responsys using Azure Data Factory or Synapse Analytics (Preview),"How-to guides/Connectors",,,,,67,,0
articles/data-factory/v1/data-factory-onprem-mysql-connector.md,conceptual,jingwang,data-factory,,,,# Move data From MySQL using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-file-system-connector.md,conceptual,jingwang,data-factory,,,,# Copy data to and from an on-premises file system by using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-db2-connector.md,conceptual,jingwang,data-factory,,,,# Move data from DB2 by using Azure Data Factory Copy Activity,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-onprem-cassandra-connector.md,conceptual,jingwang,data-factory,,,,# Move data from an on-premises Cassandra database using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-on-premises-mongodb-connector.md,conceptual,jingwang,data-factory,,,,# Move data From MongoDB using Azure Data Factory,"How To/Move data/Connectors",,,,,100,,0
articles/data-factory/connector-netezza.md,conceptual,jianleishen,data-factory,,,,# Copy data from Netezza by using Azure Data Factory or Synapse Analytics,"How-to guides/Connectors",,,,,100,,0
articles/data-factory/v1/data-factory-odata-connector.md,conceptual,jingwang,data-factory,,,,# Move data From an OData source using Azure Data Factory,"How To/Move data/Connectors",,,,,0,,0
articles/data-factory/v1/data-factory-naming-rules.md,conceptual,weetok,data-factory,,,,# Rules for naming Azure Data Factory entities,"How To/Develop",,,,,0,,0
articles/data-factory/v1/data-factory-move-data-between-onprem-and-cloud.md,conceptual,abnarain,data-factory,,,,# Move data between on-premises sources and the cloud with Data Management Gateway,"Get Started",,,,,100,,0
articles/data-factory/v1/data-factory-monitor-manage-pipelines.md,conceptual,weetok,data-factory,,,,# Monitor and manage Azure Data Factory pipelines by using the Azure portal and PowerShell,"How To/Monitor and Manage",,,,,0,,0
articles/data-factory/v1/data-factory-monitor-manage-app.md,conceptual,weetok,data-factory,,,,# Monitor and manage Azure Data Factory pipelines by using the Monitoring and Management app,"How To/Monitor and Manage",,,,,0,,0
articles/data-factory/connector-marketo.md,conceptual,chez,data-factory,,,,# Copy data from Marketo using Azure Data Factory or Synapse Analytics (Preview),"How-to guides/Connectors",,,,,67,,0
articles/data-factory/v1/data-factory-load-sql-data-warehouse.md,conceptual,jingwang,data-factory,,,,# Load 1 TB into Azure Synapse Analytics under 15 minutes with Data Factory,"How To/Move data/Data Factory Copy Wizard",,,,,100,,0
articles/data-factory/v1/data-factory-json-scripting-reference.md,conceptual,weetok,data-factory,,,,# Azure Data Factory - JSON Scripting Reference,"Reference",,,,,67,,0
articles/data-factory/v1/data-factory-invoke-stored-procedure-from-copy-activity.md,conceptual,jingwang,data-factory,,,,# Invoke stored procedure from copy activity in Azure Data Factory,,,,,,67,,0
articles/data-factory/v1/data-factory-introduction.md,overview,weetok,data-factory,,,,# Introduction to Azure Data Factory ,"Overview,Switch to version 1 documentation",,,,0,,,0
